0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
WeakUp,Down,Neutral,WeakUp,WeakUp,Dry,Wet,Wet,VeryWet,Clear,Clear,Clear,PC,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,SVR,Jun15_Jul1,B,AB,None,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,B,Stifling,Strong,None,B,SIG,SIG,SVR,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,QStationary,NWQuad,LVorOther,SEQuad
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,PC,PC,Clear,Strong,Strong,Other,None,Strong,Strong,None,LittleChange,LittleChange,WeakPos,Increasing,SVR,Aug20_Sep15,A,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,A,SVR,SVR,SVR,HighEvrywher,Steep,Average,Steep,MarkedUpper,Other,E_W_N,LittleChange,Other,SWQuad,Westerly,SEQuad
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,Stifling,Strong,Moderate,K,XNIL,XNIL,XNIL,Other,Steep,Average,CloseToDryAd,MarkedUpper,Other,E_W_N,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,PC,Clear,Clear,Weak,Strong,Westerly,None,Strong,Weak,Marked,IncCapDecIns,Increasing,Negative,Increasing,XNIL,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Instability,Average,Average,ACEFK,PartInhibit,Unfavorable,None,E,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,MovingFtorOt,PosToNeg,None,SWQuad,Westerly,LV
Down,Neutral,Down,Down,Down,Dry,Neutral,VeryWet,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Increasing,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Stability,Average,Average,GJ,PartInhibit,Moderate,Slight,G,SIG,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,DryLine,LittleChange,None,NWQuad,Westerly,E_NE
WeakUp,Down,Neutral,WeakUp,WeakUp,Wet,VeryWet,VeryWet,VeryWet,Clear,Clear,Clear,PC,None,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,C,CThruK,None,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,C,SIG,SIG,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_N,NegToPos,Moving,LV,LVorOther,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,Clear,PC,Clear,Cloudy,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug20_Sep15,I,CThruK,None,LessThanAve,LessThanAve,ABI,LIGt0,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Moderate,I,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,Other,E_W_S,SigNegative,Moving,SWQuad,Westerly,DenvCyclone
Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,PC,PC,None,None,DCVZFavor,None,Weak,Weak,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,C,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,E_W_N,LittleChange,None,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,Westerly,None,None,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,Average,Average,B,Stifling,Moderate,None,B,XNIL,XNIL,XNIL,HighEvrywher,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,LittleChange,Other,LV,LVorOther,SEQuad
Neutral,StronUp,Neutral,WeakUp,WeakUp,Wet,Neutral,Neutral,Neutral,PC,Cloudy,PC,Clear,Weak,Weak,Westerly,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,C,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,TotalInhibit,Strong,Moderate,C,SIG,SIG,SIG,LowAtStation,CloseToDryAd,VeryMoist,CloseToDryAd,NoMajor,Other,DryLine,SigPositive,Other,SWQuad,Westerly,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,None,Weak,Westerly,None,Strong,None,None,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,SIG,LowSHighN,Stable,Average,CloseToDryAd,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Moving,NWQuad,Westerly,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Other,None,Strong,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,SIG,SIG,SIG,LowEvrywhere,ModerateOrLe,Average,Steep,NoMajor,Other,E_W_N,NegToPos,None,NWQuad,Westerly,SEQuad
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Weak,Weak,Other,None,None,Weak,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jun15_Jul1,G,CThruK,PartInhibit,LessThanAve,MoreThanAve,G,N1GtLIGt_4,Neutral,LessUnstable,MoreUnstable,GJ,None,Moderate,Strong,G,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,Other,PosToNeg,None,NWQuad,Westerly,LV
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,Clear,PC,Clear,Clear,None,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,May15_Jun14,H,CThruK,None,Average,Average,H,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,Moderate,H,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,PosToNeg,None,NWQuad,Westerly,E_NE
Down,WeakUp,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,May15_Jun14,A,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,None,Moderate,None,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,StrongFront,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,VeryWet,Cloudy,Clear,PC,Cloudy,Weak,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Jul16_Aug10,B,AB,Stifling,Average,MoreThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,SIG,SIG,SIG,LowEvrywhere,Stable,Dry,Steep,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,Moving,SWQuad,LVorOther,DenvCyclone
Down,Down,StrongUp,Down,Down,Neutral,Dry,Dry,Dry,Cloudy,Cloudy,Cloudy,PC,Weak,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,F,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,F,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,OtherRapid,Other,None,LittleChange,Moving,AllElse,LVorOther,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,Average,GJ,PartInhibit,Strong,Slight,J,SIG,SIG,SVR,LowMtsHighPl,CloseToDryAd,Average,CloseToDryAd,NoMajor,DryMMoistL,DryLine,NegToPos,Other,LV,LVorOther,SEQuad
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,Slight,J,XNIL,XNIL,SIG,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,LittleChange,None,LV,LVorOther,LV
Down,Down,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,PC,PC,PC,None,None,StrongWest,None,Strong,None,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,XNIL,HighEvrywher,Stable,Average,Steep,StrongFront,DryMMoistL,DryLine,SigPositive,Other,NWQuad,LVorOther,WidespdDnsl
Down,Neutral,WeakUp,Neutral,Neutral,Dry,Dry,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jul2_Jul15,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,HI,None,Strong,Strong,I,SIG,SIG,SIG,LowSHighN,ModerateOrLe,VeryMoist,Steep,OtherRapid,Other,E_W_S,PosToNeg,QStationary,SWQuad,Westerly,LV
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,None,None,Other,None,Strong,Strong,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,A,AB,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Moderate,A,XNIL,XNIL,XNIL,HighEvrywher,Steep,Dry,Steep,MarkedUpper,Other,E_W_N,NegToPos,None,AllElse,Westerly,E_NE
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Dry,Dry,Dry,PC,PC,PC,Cloudy,Strong,Strong,StrongWest,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,MoreThanAve,H,LIGt0,Instability,Average,Average,HI,Stifling,Weak,None,H,SIG,SIG,SIG,LowMtsHighPl,Stable,Dry,ModerateOrLe,NoMajor,DryMMoistL,Other,SigPositive,None,AllElse,Westerly,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,None,None,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,Jul2_Jul15,F,CThruK,None,LessThanAve,MoreThanAve,F,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Moderate,F,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,Other,LittleChange,None,AllElse,LVorOther,LV
Neutral,Neutral,Down,Neutral,Neutral,Dry,Dry,Wet,Neutral,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,C,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Dry,Steep,NoMajor,DryMMoistL,E_W_N,SigPositive,None,NWQuad,Westerly,LongAnticyc
Down,Neutral,StrongUp,StrongUp,StrongUp,Dry,VeryWet,Dry,Wet,PC,Cloudy,PC,Cloudy,Strong,Strong,StrongWest,Weak,None,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,Jul16_Aug10,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Slight,K,XNIL,XNIL,SIG,HighEvrywher,Stable,Dry,ModerateOrLe,StrongFront,Other,None,SigPositive,Moving,AllElse,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Other,None,Weak,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,Moving,NWQuad,Westerly,LongAnticyc
StrongUp,Down,Down,StrongUp,StrongUp,Wet,Dry,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,ACEFK,None,Weak,None,E,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,E_W_N,SigPositive,None,SWQuad,Westerly,E_NE
Down,Neutral,StrongUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug11_Aug20,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Strong,None,E,SIG,SIG,SVR,HighEvrywher,CloseToDryAd,Average,Steep,NoMajor,Other,DryLine,LittleChange,None,SWQuad,Westerly,SEQuad
StrongUp,Neutral,Down,StrongUp,StrongUp,Wet,Dry,Neutral,VeryWet,Clear,PC,PC,Cloudy,None,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Aug20_Sep15,J,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,TotalInhibit,Unfavorable,None,J,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,SIG,HighEvrywher,Steep,Average,Steep,NoMajor,Other,DryLine,LittleChange,QStationary,LV,LVorOther,SEQuad
Down,StronUp,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Strong,Some,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Aug20_Sep15,A,AB,None,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,None,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,StrongFront,Other,E_W_S,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
Neutral,StronUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,None,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul2_Jul15,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,PartInhibit,Weak,None,I,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,Moving,LV,LVorOther,DenvCyclone
Down,Neutral,StrongUp,WeakUp,WeakUp,Wet,Dry,Wet,VeryWet,PC,Clear,PC,PC,Strong,Strong,Westerly,Strong,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul16_Aug10,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,A,SIG,SIG,SIG,LowSHighN,ModerateOrLe,VeryMoist,Steep,StrongFront,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Cloudy,PC,PC,Weak,Strong,StrongWest,Strong,None,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,PosToNeg,Other,AllElse,Westerly,WidespdDnsl
Down,WeakUp,Neutral,Down,Down,Dry,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,DCVZFavor,None,None,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,Stifling,Strong,None,I,XNIL,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,LittleChange,QStationary,NWQuad,Westerly,LV
Neutral,Down,Down,Down,Down,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Instability,Average,Average,GJ,Stifling,Moderate,Moderate,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,LV,LVorOther,WidespdDnsl
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Dry,Dry,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,None,Strong,Moderate,E,XNIL,XNIL,XNIL,HighEvrywher,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Neutral,Clear,PC,Clear,Clear,Weak,Weak,DCVZFavor,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,May15_Jun14,A,AB,TotalInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Slight,A,SIG,SIG,SIG,LowSHighN,Steep,Average,Steep,OtherRapid,Other,E_W_S,NegToPos,Other,SWQuad,LVorOther,DenvCyclone
StrongUp,Down,Neutral,Down,Down,Wet,Wet,Wet,Neutral,PC,Cloudy,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,Jul16_Aug10,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,None,Moderate,Moderate,G,SIG,SIG,SVR,LowEvrywhere,ModerateOrLe,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,SigNegative,None,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,Other,Weak,None,None,None,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,B,None,Moderate,Moderate,B,SIG,SIG,SIG,LowSHighN,ModerateOrLe,VeryMoist,Steep,OtherRapid,DryMMoistL,DenvCyclone,PosToNeg,None,AllElse,LVorOther,SEQuad
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Dry,Wet,VeryWet,PC,PC,PC,PC,Strong,Strong,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Jul16_Aug10,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,Stifling,Weak,Slight,J,XNIL,XNIL,SVR,LowNHighS,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,LongAnticyc
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Wet,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,None,DecCapIncIns,Decreasing,Neutral,Increasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,D,TotalInhibit,Unfavorable,None,D,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Dry,Steep,OtherRapid,Other,DryLine,PosToNeg,Other,SWQuad,Westerly,WidespdDnsl
WeakUp,Down,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,None,Moderate,Moderate,I,SIG,SVR,SVR,LowSHighN,CloseToDryAd,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,QStationary,SWQuad,LVorOther,LV
WeakUp,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,PC,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jun15_Jul1,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,D,None,Strong,Strong,D,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,Steep,OtherRapid,Other,None,SigNegative,None,NWQuad,Westerly,SEQuad
Down,Neutral,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Cloudy,PC,PC,Strong,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,LessUnstable,GJ,TotalInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Dry,Steep,NoMajor,DryMMoistL,E_W_N,LittleChange,Other,LV,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,Clear,PC,Clear,Clear,None,None,Other,None,Weak,Strong,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,GJ,Stifling,Unfavorable,None,J,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,None,LittleChange,QStationary,LV,LVorOther,LV
Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,May15_Jun14,A,AB,None,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,Stifling,Weak,None,A,XNIL,XNIL,SIG,HighEvrywher,Steep,Average,Steep,StrongFront,Other,E_W_N,NegToPos,Other,SWQuad,Westerly,E_NE
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,Cloudy,PC,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,Negative,Increasing,XNIL,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,None,K,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigNegative,Moving,NWQuad,LVorOther,SEQuad
