0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Dry,Dry,Dry,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,ACEFK,PartInhibit,Strong,Slight,C,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,LittleChange,Other,AllElse,Westerly,LongAnticyc
WeakUp,Down,StrongUp,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,K,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,DryLine,NegToPos,QStationary,AllElse,Westerly,SEQuad
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,Clear,Clear,PC,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,HI,None,Moderate,Strong,I,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Dry,Steep,NoMajor,DryMMoistL,E_W_S,SigNegative,QStationary,SWQuad,LVorOther,DenvCyclone
StrongUp,Neutral,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,PC,PC,Clear,PC,Strong,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug11_Aug20,B,AB,None,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Moderate,Slight,B,SVR,SVR,SVR,LowSHighN,Stable,VeryMoist,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,None,NWQuad,Westerly,DenvCyclone
WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,Clear,Cloudy,PC,PC,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jul2_Jul15,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LIGt0,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,C,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,Other,E_W_N,SigPositive,Moving,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug11_Aug20,F,CThruK,PartInhibit,Average,LessThanAve,F,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,None,Strong,Strong,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,None,AllElse,LVorOther,LV
Down,Neutral,Down,Down,Down,Neutral,VeryWet,Dry,Dry,PC,PC,Cloudy,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Aug20_Sep15,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,LIGt0,Stability,Average,MoreUnstable,ACEFK,TotalInhibit,Weak,None,K,XNIL,XNIL,SVR,LowNHighS,Steep,VeryMoist,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,QStationary,AllElse,LVorOther,LV
Down,Neutral,Down,Neutral,Neutral,VeryWet,Wet,Wet,Wet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Aug11_Aug20,K,CThruK,None,LessThanAve,Average,K,LILt_8,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Moderate,Slight,K,XNIL,XNIL,SIG,Other,Steep,Dry,ModerateOrLe,StrongFront,DryMMoistL,None,SigPositive,Other,NWQuad,Westerly,WidespdDnsl
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,Clear,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,Aug20_Sep15,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,Average,LessUnstable,B,PartInhibit,Moderate,Moderate,B,SVR,SVR,SVR,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,None,LV,LVorOther,SEQuad
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Wet,Dry,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul2_Jul15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Instability,Average,LessUnstable,GJ,PartInhibit,Moderate,Slight,G,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,LVorOther,LongAnticyc
StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jul16_Aug10,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SVR,HighEvrywher,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,E_W_N,LittleChange,QStationary,NWQuad,Westerly,LongAnticyc
StrongUp,Neutral,Down,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,Clear,PC,PC,PC,Weak,Strong,Other,Strong,Strong,Strong,None,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Strong,Strong,K,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,StrongFront,DryMMoistL,DryLine,SigNegative,Moving,AllElse,LVorOther,SEQuad
StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jul2_Jul15,A,AB,Stifling,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,A,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,Other,SigNegative,Moving,SWQuad,Westerly,SEQuad
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,Dry,Dry,PC,Clear,Cloudy,Cloudy,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul2_Jul15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Strong,Strong,J,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Dry,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,None,AllElse,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Aug20_Sep15,G,CThruK,PartInhibit,Average,LessThanAve,G,LILt_8,Neutral,MoreUnstable,Average,GJ,None,Moderate,Moderate,G,XNIL,SIG,SVR,LowNHighS,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,LVorOther,LongAnticyc
WeakUp,Neutral,Down,Down,Down,Neutral,Neutral,Wet,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Other,Strong,Weak,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,A,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,VeryMoist,Steep,OtherRapid,Other,DenvCyclone,LittleChange,Other,SWQuad,Westerly,DenvCyclone
Down,StronUp,StrongUp,Down,Down,VeryWet,Dry,Neutral,Dry,PC,Clear,Clear,Clear,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,Average,Average,B,None,Moderate,Moderate,B,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,None,LV,LVorOther,E_NE
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,PC,PC,PC,None,Weak,DCVZFavor,Strong,None,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug11_Aug20,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,D,None,Unfavorable,None,D,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,VeryMoist,Steep,MarkedUpper,Other,None,NegToPos,Other,NWQuad,LVorOther,LongAnticyc
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,PC,Clear,Clear,PC,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jun15_Jul1,I,CThruK,Stifling,MoreThanAve,Average,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,PartInhibit,Weak,None,I,XNIL,XNIL,SIG,LowSHighN,Stable,Average,CloseToDryAd,OtherRapid,DryMMoistL,E_W_S,LittleChange,QStationary,SWQuad,LVorOther,E_NE
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Cloudy,Clear,Cloudy,Cloudy,Weak,Weak,Westerly,Weak,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Decreasing,SIG,Aug11_Aug20,C,CThruK,Stifling,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,ACEFK,None,Weak,Slight,C,XNIL,SIG,SIG,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,SigPositive,Moving,AllElse,Westerly,LongAnticyc
Down,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Other,None,None,None,None,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,GJ,None,Weak,Moderate,J,SIG,SIG,SIG,LowAtStation,Stable,Average,ModerateOrLe,NoMajor,Other,None,LittleChange,None,LV,LVorOther,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,None,Strong,Westerly,Strong,None,Strong,Some,DecCapIncIns,Decreasing,Negative,LittleChange,SVR,Jul16_Aug10,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,MoreUnstable,Average,B,None,Moderate,Moderate,B,SIG,SIG,SVR,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,LittleChange,Moving,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,StrongUp,Neutral,Neutral,Dry,Neutral,Dry,Neutral,PC,Clear,Clear,Clear,None,Strong,Other,None,Strong,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,None,Weak,Slight,J,XNIL,XNIL,SIG,LowAtStation,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,Other,Weak,None,None,None,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,May15_Jun14,H,CThruK,Stifling,Average,MoreThanAve,H,N5GtLIGt_8,Stability,Average,Average,HI,None,Strong,Strong,H,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,DryMMoistL,None,NegToPos,Moving,LV,LVorOther,E_NE
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Weak,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,H,CThruK,None,LessThanAve,Average,H,N1GtLIGt_4,Instability,LessUnstable,Average,HI,Stifling,Moderate,None,H,XNIL,XNIL,SIG,LowSHighN,Stable,Average,Steep,NoMajor,DryMMoistL,E_W_N,SigPositive,None,NWQuad,Westerly,E_NE
Down,Neutral,Down,Down,Down,Neutral,Neutral,Wet,Neutral,PC,Clear,PC,Clear,Weak,Strong,DCVZFavor,Weak,Strong,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SVR,Aug11_Aug20,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,E,SIG,SIG,SVR,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,DryLine,NegToPos,None,SWQuad,LVorOther,LV
Neutral,Down,Neutral,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,Clear,PC,PC,PC,None,None,Other,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,B,None,Weak,Slight,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,None,AllElse,Westerly,DenvCyclone
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,VeryWet,PC,Clear,PC,Cloudy,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jun15_Jul1,B,AB,None,LessThanAve,Average,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,PartInhibit,Strong,Moderate,B,SVR,SVR,SVR,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,DenvCyclone,PosToNeg,None,SWQuad,Westerly,SEQuad
Down,Neutral,WeakUp,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,PC,Cloudy,Cloudy,None,None,Westerly,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,Average,Average,CDEJ,LIGt0,Instability,Average,MoreUnstable,GJ,Stifling,Moderate,None,J,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,Other,None,LittleChange,None,LV,LVorOther,LV
Neutral,Neutral,Down,Neutral,Neutral,Wet,Neutral,Dry,Dry,Cloudy,Clear,Clear,Clear,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jun15_Jul1,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,Average,ACEFK,PartInhibit,Strong,Strong,E,SVR,SVR,SVR,LowNHighS,Stable,Average,Steep,NoMajor,MoistMDryL,None,NegToPos,None,SWQuad,Westerly,LV
Down,StronUp,Down,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Weak,Weak,None,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,May15_Jun14,K,CThruK,Stifling,Average,Average,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,K,SVR,SVR,SVR,LowNHighS,ModerateOrLe,Average,CloseToDryAd,StrongFront,Other,MovingFtorOt,NegToPos,None,AllElse,Westerly,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Neutral,Clear,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,SIG,SIG,LowAtStation,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,NegToPos,None,SWQuad,Westerly,LV
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Dry,Dry,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,E,XNIL,XNIL,SVR,Other,Steep,Dry,ModerateOrLe,OtherRapid,MoistMDryL,E_W_N,LittleChange,None,SWQuad,Westerly,SEQuad
Down,WeakUp,Neutral,Down,Down,Neutral,Wet,Wet,Neutral,Clear,PC,Clear,Clear,Weak,Weak,DCVZFavor,Weak,None,None,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,None,Weak,Strong,G,SIG,SVR,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,StrongFront,MoistMDryL,DryLine,LittleChange,None,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Down,Down,Down,Dry,Dry,VeryWet,Wet,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Strong,K,XNIL,SIG,SIG,Other,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,MovingFtorOt,SigPositive,Moving,LV,Westerly,SEQuad
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Dry,Neutral,Neutral,PC,Clear,PC,PC,None,None,Other,None,Weak,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug20_Sep15,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Slight,E,SIG,SIG,SIG,LowNHighS,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Down,StronUp,StrongUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,Weak,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,C,XNIL,XNIL,SVR,LowAtStation,Steep,Average,CloseToDryAd,NoMajor,Other,E_W_N,PosToNeg,Other,SWQuad,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,Other,None,Weak,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Stability,LessUnstable,Average,HI,None,Moderate,Strong,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,Steep,NoMajor,DryMMoistL,Other,SigPositive,None,LV,LVorOther,E_NE
StrongUp,Neutral,WeakUp,Neutral,Neutral,Wet,Neutral,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,Other,None,Strong,Strong,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,Steep,MarkedUpper,Other,E_W_N,NegToPos,Other,NWQuad,Westerly,WidespdDnsl
Down,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,Wet,VeryWet,Clear,Clear,Clear,PC,Weak,Strong,DCVZFavor,Strong,Strong,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SVR,Jul2_Jul15,J,CThruK,Stifling,Average,Average,CDEJ,LIGt0,Neutral,LessUnstable,LessUnstable,GJ,Stifling,Strong,Moderate,J,XNIL,XNIL,SVR,LowAtStation,Steep,Average,Steep,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,LV
Down,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,None,None,StrongWest,None,None,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,Steep,StrongFront,MoistMDryL,E_W_N,PosToNeg,None,SWQuad,Westerly,LV
Neutral,Down,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Aug20_Sep15,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,SVR,LowMtsHighPl,Stable,Average,Steep,NoMajor,Other,MovingFtorOt,SigPositive,None,NWQuad,LVorOther,SEQuad
Neutral,StronUp,Neutral,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,PC,PC,PC,PC,None,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,XNIL,Aug20_Sep15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,GJ,None,Moderate,Strong,J,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,VeryMoist,CloseToDryAd,NoMajor,Other,Other,LittleChange,Other,LV,LVorOther,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,PC,Cloudy,PC,Cloudy,Weak,Strong,Westerly,Weak,None,Strong,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,C,CThruK,Stifling,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Moderate,C,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,E_W_N,LittleChange,Other,NWQuad,Westerly,LV
Neutral,Neutral,Down,Neutral,Neutral,Wet,Dry,Wet,Neutral,PC,Clear,Clear,Clear,Weak,Weak,DCVZFavor,None,Strong,Strong,Marked,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,LessThanAve,H,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,Steep,MarkedUpper,Other,MovingFtorOt,SigPositive,Moving,NWQuad,Westerly,E_NE
StrongUp,WeakUp,Down,Neutral,Neutral,Wet,Wet,VeryWet,VeryWet,Clear,PC,Clear,PC,Strong,Strong,Other,None,None,Weak,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,LessUnstable,Average,ACEFK,None,Moderate,Strong,C,SIG,XNIL,XNIL,LowNHighS,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,Other,E_W_S,SigPositive,Moving,SWQuad,Westerly,LongAnticyc
Down,Neutral,WeakUp,Down,Down,Neutral,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,None,None,Marked,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jun15_Jul1,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,HI,Stifling,Unfavorable,None,I,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,MovingFtorOt,NegToPos,Moving,SWQuad,Westerly,E_NE
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Neutral,Clear,Clear,Clear,Clear,None,Weak,Other,None,Weak,Weak,None,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jun15_Jul1,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LILt_8,Stability,Average,MoreUnstable,D,PartInhibit,Moderate,Moderate,D,SVR,SVR,SVR,LowSHighN,CloseToDryAd,Average,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,SigNegative,Moving,NWQuad,Westerly,SEQuad
WeakUp,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Clear,Clear,PC,Weak,Weak,StrongWest,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,B,PartInhibit,Moderate,Slight,B,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,NWQuad,Westerly,SEQuad
